frame_number,cpu_time_ms,ppu_time_ms,ppu_oam_scan_time_ms,ppu_draw_pixels_time_ms,ppu_hblank_time_ms,ppu_vblank_time_ms,mmio_time_ms,lcd_time_ms,sdl_events_time_ms,debugger_time_ms,interrupt_time_ms,other_time_ms,total_frame_time_ms
168,1.5778,0.2476,1.3963,18.3922,2.5526,0.7474,0.2627,0.0000,0.1010,0.2317,0.2056,0.0000,25.7151
169,1.5064,0.2469,1.3348,17.2809,2.3604,0.8177,0.2597,0.0000,0.0203,0.2296,0.2095,0.0000,24.2662
170,1.3294,0.2284,1.2209,15.4114,2.1243,0.5462,0.2385,0.0000,0.0310,0.2161,0.1963,0.0000,21.5426
171,1.4174,0.2403,1.2356,16.3484,2.2816,0.9490,0.2470,0.0000,0.1312,0.2207,0.2017,0.0000,23.2731
172,1.6604,0.2612,1.3867,19.2377,2.6387,0.9880,0.2781,0.0000,0.0628,0.2343,0.2080,0.0000,26.9560
173,1.5021,0.2418,1.2819,16.6942,2.2964,0.8546,0.2504,0.0000,0.0254,0.2221,0.2257,0.0000,23.5949
174,1.0378,0.1926,0.9109,11.7053,1.6414,0.5464,0.1978,0.0000,0.0263,0.1888,0.1703,0.0000,16.6179
175,1.4680,0.2222,1.2368,16.6388,2.2590,0.6500,0.2354,0.0000,0.0518,0.2053,0.1819,0.0000,23.1495
176,1.5552,0.2440,1.3301,18.0452,2.4249,0.7171,0.2625,0.0000,0.0229,0.2288,0.2073,0.0000,25.0383
177,1.7803,0.2795,1.5018,20.4832,2.7098,0.7177,0.2889,0.0000,0.0273,0.2522,0.2216,0.0000,28.2624
178,1.4689,0.2326,1.1849,15.8071,2.1929,0.9837,0.2528,0.0000,0.0534,0.2208,0.1928,0.0000,22.5902
179,1.5344,0.2405,1.2850,17.4676,2.5235,0.9443,0.2508,0.0000,0.1016,0.2160,0.1955,0.0000,24.7594
180,1.5397,0.2393,1.2835,17.1009,2.3590,0.7368,0.2519,0.0000,0.0249,0.2228,0.2069,0.0000,23.9660
181,1.0597,0.1984,0.9561,12.1088,1.7263,0.4974,0.2051,0.0000,0.0188,0.1919,0.1764,0.0000,17.1392
182,1.2866,0.2116,1.1037,14.6610,2.0408,0.7397,0.2214,0.0000,0.0551,0.2013,0.1780,0.0000,20.6993
183,1.6457,0.2579,1.3726,18.4569,2.4761,0.7923,0.2738,0.0000,0.0491,0.2193,0.1939,0.0000,25.7376
184,1.6794,0.2599,1.4066,18.8920,2.5384,0.9175,0.2636,0.0000,0.0210,0.2288,0.2161,0.0000,26.4233
185,1.0078,0.1828,0.8596,10.9645,1.5899,0.4836,0.1938,0.0000,0.0173,0.1809,0.1655,0.0000,15.6457
186,1.6100,0.2410,1.4106,18.5910,2.4871,0.6096,0.2573,0.0000,0.0518,0.2382,0.1971,0.0000,25.6938
187,1.7864,0.2805,1.4360,19.4820,2.5879,0.9056,0.2728,0.0000,0.0375,0.2381,0.2350,0.0000,27.2620
188,1.5641,0.2555,1.3375,17.9779,2.4339,0.7250,0.2747,0.0000,0.0198,0.2351,0.2044,0.0000,25.0281
189,1.2449,0.2120,1.1011,14.4339,2.0231,0.7008,0.2247,0.0000,0.0157,0.1989,0.1789,0.0000,20.3342
190,1.6774,0.2664,1.4820,19.6041,2.6588,0.7212,0.2796,0.0000,0.0197,0.2364,0.2078,0.0000,27.1535
191,1.7332,0.2787,1.5232,20.1450,2.7200,0.7890,0.2882,0.0000,0.0121,0.2465,0.2164,0.0000,27.9526
192,1.1078,0.2089,0.9822,12.6575,1.8039,0.5573,0.2094,0.0000,0.0156,0.2077,0.1842,0.0000,17.9347
193,1.6161,0.2548,1.4045,18.8402,2.4793,1.0564,0.3277,0.0000,0.0137,0.2352,0.2019,0.0000,26.4300
194,1.6780,0.2751,1.5242,20.8814,2.7775,0.7703,0.2839,0.0000,0.0295,0.2411,0.2296,0.0000,28.6908
195,1.3082,0.2322,1.1251,14.5872,2.0077,1.1084,0.2292,0.0000,0.0193,0.2097,0.1859,0.0000,21.0131
196,1.5974,0.2490,1.4118,18.9586,2.5596,0.7703,0.2655,0.0000,0.0164,0.2294,0.2023,0.0000,26.2604
197,1.5159,0.2473,1.3195,17.5603,2.3918,0.7879,0.2652,0.0000,0.0119,0.2301,0.2046,0.0000,24.5348
198,1.0752,0.2008,0.9436,12.1185,1.7417,0.5163,0.2077,0.0000,0.0154,0.1932,0.1779,0.0000,17.1906
199,1.5037,0.2379,1.3418,17.6666,2.4297,0.8860,0.2530,0.0000,0.0222,0.2227,0.1944,0.0000,24.7581
200,1.7298,0.2773,1.5199,20.5003,2.8016,1.1556,0.2903,0.0000,0.0234,0.2522,0.2232,0.0000,28.7738
201,1.2141,0.2404,1.0283,13.0482,1.8748,0.8402,0.2282,0.0000,0.0125,0.2162,0.1976,0.0000,18.9005
202,1.5898,0.2508,1.4212,18.8574,2.5357,0.8918,0.2624,0.0000,0.0210,0.2245,0.1983,0.0000,26.2531
203,2.4298,0.3075,1.4648,19.7717,2.5115,1.2151,0.3092,0.0000,0.0180,0.2433,0.1925,0.0000,28.4635
204,1.4687,0.2372,1.2277,16.4331,2.2508,1.1307,0.2519,0.0000,0.0129,0.2267,0.2050,0.0000,23.4449
205,1.4902,0.2404,1.3263,17.8027,2.3920,0.7984,0.2532,0.0000,0.0202,0.2212,0.1992,0.0000,24.7438
206,1.6501,0.2703,1.4217,19.3306,2.6040,1.0147,0.2784,0.0000,0.0180,0.2425,0.2317,0.0000,27.0619
207,1.3719,0.2365,1.2104,15.6091,2.1624,0.7867,0.2491,0.0000,0.0116,0.2239,0.1982,0.0000,22.0601
208,1.0237,0.1938,0.9157,11.4887,1.6772,0.4735,0.1999,0.0000,0.0125,0.1916,0.1732,0.0000,16.3500
209,1.0487,0.1916,0.9271,12.0890,1.7329,0.5254,0.1997,0.0000,0.0127,0.1844,0.1686,0.0000,17.0804
210,1.6053,0.2434,1.3771,18.7480,2.4991,0.7723,0.2609,0.0000,0.0130,0.2224,0.1956,0.0000,25.9372
211,1.6616,0.2677,1.5081,20.1090,2.7224,0.9572,0.2833,0.0000,0.0253,0.2498,0.2183,0.0000,28.0029
212,1.2855,0.2282,1.0591,13.8979,1.9599,0.8326,0.2360,0.0000,0.0114,0.2218,0.1971,0.0000,19.9295
213,1.3237,0.2193,1.1706,15.5181,2.1388,0.8361,0.2305,0.0000,0.0185,0.2100,0.1822,0.0000,21.8480
214,1.4030,0.2275,1.2147,16.1420,2.1778,0.8573,0.2415,0.0000,0.0188,0.2125,0.1916,0.0000,22.6868
215,1.5148,0.2559,1.3136,17.5143,2.3804,0.7754,0.2644,0.0000,0.0125,0.2294,0.2051,0.0000,24.4659
216,1.2199,0.2221,1.0663,13.8387,1.9363,0.6237,0.2294,0.0000,0.0152,0.2144,0.1922,0.0000,19.5583
217,1.6978,0.2627,1.4859,19.9260,2.7016,0.9718,0.2790,0.0000,0.0188,0.2403,0.2152,0.0000,27.7992
218,1.6843,0.2651,1.4534,19.5510,2.6503,1.0736,0.2898,0.0000,0.0206,0.2443,0.2192,0.0000,27.4518
219,1.3383,0.2352,1.1586,14.7970,2.0735,0.9085,0.2423,0.0000,0.0179,0.2336,0.2074,0.0000,21.2124
220,1.3840,0.2273,1.2306,19.0048,2.2334,0.9406,0.2428,0.0000,0.0179,0.2206,0.1892,0.0000,25.6914
221,1.6362,0.2565,1.3996,19.0668,2.5542,0.7124,0.2715,0.0000,0.0152,0.2468,0.2116,0.0000,26.3710
222,1.3784,0.2402,1.2150,15.8923,2.2325,0.6834,0.2511,0.0000,0.0117,0.2263,0.2047,0.0000,22.3357
223,1.0294,0.1954,0.9223,11.5887,1.6911,0.4773,0.2079,0.0000,0.0096,0.1903,0.1756,0.0000,16.4879
224,1.5544,0.2558,1.3841,18.6597,2.5338,0.7925,0.2589,0.0000,0.0280,0.2237,0.1947,0.0000,25.8856
225,1.6313,0.2582,1.4675,19.2254,2.6354,1.0307,0.2836,0.0000,0.0701,0.2363,0.2090,0.0000,27.0477
226,1.5164,0.2503,1.3038,17.4051,2.3654,0.8445,0.2692,0.0000,0.0147,0.2344,0.2186,0.0000,24.4224
227,1.4628,0.2397,1.2727,17.4172,2.3021,0.6863,0.2451,0.0000,0.0165,0.2153,0.1907,0.0000,24.0484
228,1.6502,0.2655,1.4370,19.1162,2.5948,0.8060,0.2797,0.0000,0.0182,0.2333,0.2036,0.0000,26.6047
229,1.6038,0.2606,1.3820,18.4128,2.5574,0.7300,0.2727,0.0000,0.0170,0.2422,0.2108,0.0000,25.6898
230,1.2013,0.2114,1.0666,13.8047,1.9402,0.8114,0.2242,0.0000,0.0198,0.2065,0.1829,0.0000,19.6690
231,1.4329,0.2341,1.3054,16.2456,2.2219,0.8730,0.2535,0.0000,0.0179,0.2169,0.1942,0.0000,22.9956
232,1.6061,0.2626,1.4822,19.2493,2.6105,0.7046,0.2824,0.0000,0.0184,0.2417,0.2137,0.0000,26.6716
233,1.0788,0.2080,0.9583,12.2946,1.7780,0.5756,0.2151,0.0000,0.0140,0.1979,0.1842,0.0000,17.5046
234,1.8108,0.2832,1.5838,21.0362,2.8493,1.1029,0.2930,0.0000,0.0329,0.2496,0.2192,0.0000,29.4611
235,1.7845,0.2820,1.5528,20.7223,2.8133,0.8180,0.2942,0.0000,0.0143,0.2480,0.2202,0.0000,28.7496
236,1.2889,0.2267,1.1010,14.3635,2.0366,0.7426,0.2347,0.0000,0.0121,0.2124,0.1919,0.0000,20.4104
237,1.6195,0.2552,1.3999,18.6741,2.5296,1.0599,0.2635,0.0000,0.0157,0.2241,0.1970,0.0000,26.2387
238,1.6424,0.2658,1.4335,19.2657,2.6134,0.8490,0.2732,0.0000,0.0242,0.2304,0.2062,0.0000,26.8038
239,1.3294,0.2315,1.1373,15.0307,2.0810,0.7294,0.2387,0.0000,0.0110,0.2180,0.1960,0.0000,21.2031
240,1.3566,0.2251,1.2052,16.0133,2.2243,0.7526,0.2398,0.0000,0.0164,0.2133,0.1880,0.0000,22.4350
241,1.5841,0.2577,1.3886,18.3667,2.5135,1.0725,0.2708,0.0000,0.0183,0.2384,0.2203,0.0000,25.9311
242,1.6525,0.2749,1.4619,19.5939,2.6507,0.7712,0.2863,0.0000,0.0129,0.2534,0.2214,0.0000,27.1794
243,0.9808,0.1916,0.8885,11.2016,1.6064,0.4657,0.1946,0.0000,0.0100,0.1825,0.1679,0.0000,15.8896
244,0.8538,0.1610,0.7426,9.4001,1.3727,0.4810,0.1665,0.0000,0.0080,0.1565,0.1445,0.0000,13.4869
245,1.4617,0.2241,1.2971,17.5046,2.3655,0.7538,0.2415,0.0000,0.0198,0.2042,0.1798,0.0000,24.2523
246,1.5279,0.2490,1.3438,17.7246,2.4453,1.0884,0.2617,0.0000,0.0210,0.2371,0.2091,0.0000,25.1080
247,1.5076,0.2561,1.3001,17.3636,2.3535,0.8148,0.2667,0.0000,0.0137,0.2379,0.2082,0.0000,24.3225
248,1.2097,0.2119,1.0798,14.0527,1.9620,0.6352,0.2208,0.0000,0.0317,0.2007,0.1823,0.0000,19.7871
249,1.5187,0.2484,1.3549,18.3310,2.4593,0.6242,0.2534,0.0000,0.0414,0.2195,0.1947,0.0000,25.2457
250,1.7304,0.2845,1.5368,20.3576,2.7462,0.7694,0.2848,0.0000,0.0221,0.2475,0.2153,0.0000,28.1946
251,1.1788,0.2125,1.0121,12.8934,1.8304,0.7820,0.2249,0.0000,0.0233,0.2021,0.1842,0.0000,18.5438
252,1.5082,0.2516,1.3470,18.0840,2.4478,0.5958,0.2631,0.0000,0.0275,0.2318,0.2077,0.0000,24.9647
253,1.5511,0.2537,1.3365,17.8730,2.4190,0.8367,0.2667,0.0000,0.0253,0.2362,0.2092,0.0000,25.0075
254,1.4598,0.2454,1.3240,17.4601,2.4064,0.5965,0.2562,0.0000,0.0202,0.2272,0.2030,0.0000,24.1989
255,1.2152,0.2107,1.0876,14.0667,1.9722,0.6440,0.2198,0.0000,0.0305,0.2038,0.1797,0.0000,19.8305
256,1.5330,0.2452,1.3443,17.7952,2.4484,1.0002,0.2586,0.0000,0.0177,0.2256,0.1993,0.0000,25.0678
257,1.7536,0.2697,1.4457,19.5464,2.5945,0.7961,0.2765,0.0000,0.0221,0.2400,0.2119,0.0000,27.1567
258,1.2174,0.2225,1.0839,14.0624,1.9900,0.5126,0.2305,0.0000,0.0203,0.2175,0.1943,0.0000,19.7516
259,1.5995,0.2669,1.4387,19.0392,2.6284,0.8191,0.2686,0.0000,0.0543,0.2327,0.2091,0.0000,26.5568
260,1.5066,0.2493,1.3337,17.8559,2.4326,0.7986,0.2592,0.0000,0.0346,0.2278,0.2026,0.0000,24.9011
261,1.5471,0.2512,1.3439,17.9350,2.4188,0.7193,0.2621,0.0000,0.0184,0.2292,0.2059,0.0000,24.9308
262,1.1890,0.2079,1.0588,13.9529,1.9617,0.6633,0.2182,0.0000,0.0223,0.2019,0.1790,0.0000,19.6551
263,1.6174,0.2590,1.4069,19.0035,2.5600,0.7536,0.2699,0.0000,0.0343,0.2367,0.2057,0.0000,26.3471
264,1.6636,0.2667,1.4516,19.2528,2.5963,0.7220,0.2838,0.0000,0.0141,0.2467,0.2181,0.0000,26.7158
265,1.1890,0.2215,1.0596,13.7410,1.9537,0.5762,0.2342,0.0000,0.0108,0.2182,0.1961,0.0000,19.4003
266,1.5992,0.2578,1.4293,19.2286,2.6300,0.7507,0.2707,0.0000,0.0197,0.2353,0.2084,0.0000,26.6298
267,1.5800,0.2565,1.3750,18.5087,2.4953,0.8540,0.2689,0.0000,0.0190,0.2353,0.2090,0.0000,25.8019
268,1.2989,0.2274,1.1041,14.3871,2.0271,0.7978,0.2350,0.0000,0.0142,0.2140,0.1930,0.0000,20.4987
269,1.0976,0.1987,0.9713,12.5844,1.7820,0.6809,0.2064,0.0000,0.0154,0.1918,0.1736,0.0000,17.9023
270,1.5035,0.2412,1.3201,17.5082,2.3840,0.6934,0.2529,0.0000,0.0228,0.2238,0.1954,0.0000,24.3454
271,1.6140,0.2679,1.4378,19.1499,2.6287,0.7817,0.2816,0.0000,0.0213,0.2539,0.2243,0.0000,26.6612
272,1.4860,0.2533,1.3950,16.7736,2.3015,0.8133,0.2648,0.0000,0.0164,0.2457,0.2257,0.0000,23.7754
273,1.5221,0.2536,1.3433,17.7919,2.4193,0.9160,0.2692,0.0000,0.0203,0.2408,0.2036,0.0000,24.9803
274,1.7090,0.2698,1.5180,20.4183,2.7452,0.8365,0.2852,0.0000,0.0200,0.2459,0.3633,0.0000,28.4114
275,1.3332,0.2300,1.1414,14.9764,2.0787,0.7373,0.2405,0.0000,0.0099,0.2168,0.2060,0.0000,21.1705
276,1.1083,0.2047,1.0035,12.6525,1.8133,0.5419,0.2088,0.0000,0.0124,0.1922,0.1756,0.0000,17.9134
277,1.6397,0.2572,1.4065,19.2205,2.6031,0.7825,0.2710,0.0000,0.0146,0.2333,0.2050,0.0000,26.6337
278,1.5049,0.2555,1.3089,17.3774,2.4006,1.2959,0.2615,0.0000,0.0654,0.2302,0.2050,0.0000,24.9054
279,1.1602,0.2096,0.9738,12.5049,1.8174,0.7701,0.2171,0.0000,0.0197,0.2015,0.1921,0.0000,18.0665
280,1.4062,0.2339,1.2486,16.5821,2.3009,0.5907,0.2460,0.0000,0.0289,0.2184,0.1956,0.0000,23.0516
281,1.7106,0.2711,1.5116,20.0228,2.7163,0.9171,0.2789,0.0000,0.0565,0.2423,0.2093,0.0000,27.9369
282,1.5130,0.2646,1.3024,17.2465,2.3664,0.8511,0.2627,0.0000,0.0275,0.2378,0.2092,0.0000,24.2814
283,1.3575,0.2272,1.1665,15.4007,2.1274,0.7985,0.2363,0.0000,0.0514,0.2139,0.1904,0.0000,21.7704
284,1.6261,0.2567,1.4001,19.0158,2.5621,0.8928,0.2722,0.0000,0.0430,0.2310,0.2020,0.0000,26.5020
285,1.7559,0.2765,1.5419,20.5198,2.7849,0.7862,0.2857,0.0000,0.0270,0.2448,0.2148,0.0000,28.4376
286,1.1957,0.2184,1.0316,13.4823,1.8610,0.5179,0.2280,0.0000,0.0225,0.2088,0.1931,0.0000,18.9594
287,1.5292,0.2423,1.3627,18.0186,2.4558,0.7512,0.2529,0.0000,0.0165,0.2229,0.1934,0.0000,25.0457
288,1.5132,0.2504,1.3215,17.6625,2.4213,1.1335,0.2617,0.0000,0.0217,0.2306,0.2054,0.0000,25.0219
289,1.4420,0.2482,1.2091,16.1706,2.2231,0.8260,0.2561,0.0000,0.0132,0.2346,0.2194,0.0000,22.8425
290,1.0161,0.1916,0.8995,11.2662,1.6571,0.5043,0.1982,0.0000,0.0117,0.1859,0.1714,0.0000,16.1022
291,0.9222,0.1722,0.8153,10.5110,1.5096,0.4950,0.1777,0.0000,0.0237,0.1715,0.1523,0.0000,14.9507
292,1.4622,0.2309,1.2768,17.2078,2.3264,0.6716,0.2377,0.0000,0.0323,0.2233,0.1839,0.0000,23.8532
293,1.6062,0.2560,1.3985,18.8051,2.5302,1.0291,0.2623,0.0000,0.0191,0.2388,0.1975,0.0000,26.3429
294,1.3730,0.2331,1.1642,15.5121,2.1271,0.8371,0.2406,0.0000,0.0157,0.2221,0.1906,0.0000,21.9158
295,1.2529,0.2175,1.1079,14.3669,2.0198,0.9977,0.2276,0.0000,0.0226,0.2089,0.1864,0.0000,20.6088
296,1.7926,0.2792,1.5465,20.9193,2.8096,1.0314,0.2915,0.0000,0.0185,0.2501,0.2192,0.0000,29.1580
297,1.6382,0.2648,1.4205,19.1372,2.6033,0.8690,0.2707,0.0000,0.0191,0.2369,0.2048,0.0000,26.6647
298,0.9505,0.1785,0.8286,10.4113,1.5155,0.5698,0.1841,0.0000,0.0115,0.1775,0.1584,0.0000,14.9860
299,1.3547,0.2320,1.1585,15.5907,2.1544,0.6950,0.2222,0.0000,0.0157,0.2053,0.1725,0.0000,21.8013
300,1.4881,0.2398,1.2815,17.2717,2.3264,0.7944,0.2594,0.0000,0.0180,0.2188,0.1939,0.0000,24.0925
301,1.7225,0.2761,1.5185,20.2679,2.7253,0.7162,0.2918,0.0000,0.0118,0.2491,0.2180,0.0000,27.9974
302,1.6783,0.2671,1.4993,20.3549,2.7131,0.8795,0.2826,0.0000,0.0212,0.2780,0.2167,0.0000,28.1908
303,1.9209,0.3004,1.6746,22.8254,2.9838,1.1146,0.3112,0.0000,0.0192,0.2705,0.2437,0.0000,31.6645
304,1.5032,0.2629,1.3169,17.3875,2.4065,0.7125,0.2665,0.0000,0.0131,0.2382,0.2129,0.0000,24.3203
305,1.5514,0.2456,1.3685,18.4261,2.5320,0.8942,0.2590,0.0000,0.0183,0.2254,0.2011,0.0000,25.7219
306,1.5240,0.2520,1.3287,17.6009,2.4338,1.0487,0.2642,0.0000,0.0182,0.2339,0.2090,0.0000,24.9135
307,1.7218,0.2805,1.5629,20.1495,2.7551,0.8342,0.2905,0.0000,0.0130,0.2530,0.2225,0.0000,28.0831
308,1.4844,0.2450,1.3161,17.3046,2.3952,0.9023,0.2718,0.0000,0.0210,0.2237,0.2003,0.0000,24.3645
309,1.4198,0.2364,1.2606,16.0842,2.2310,1.1609,0.2508,0.0000,0.0213,0.2204,0.1983,0.0000,23.0838
310,1.4145,0.2388,1.2155,16.0379,2.2134,0.7366,0.2501,0.0000,0.0108,0.2241,0.2160,0.0000,22.5578
311,1.2043,0.2124,1.0415,13.8282,1.9397,0.7408,0.2205,0.0000,0.0164,0.2050,0.1905,0.0000,19.5993
312,1.5453,0.2497,1.3052,17.8169,2.3861,1.2037,0.2646,0.0000,0.0230,0.2252,0.1982,0.0000,25.2183
313,1.4720,0.2475,1.3003,17.3632,2.3459,0.7578,0.2569,0.0000,0.0263,0.2271,0.2014,0.0000,24.1986
314,1.4288,0.2391,1.2268,16.2702,2.2669,0.9769,0.2490,0.0000,0.0171,0.2271,0.2111,0.0000,23.1132
315,1.6821,0.2647,1.4525,19.4957,2.6409,1.1630,0.2785,0.0000,0.0203,0.2401,0.2115,0.0000,27.4496
316,1.6906,0.2680,1.4512,19.6140,2.6683,0.8311,0.2854,0.0000,0.0253,0.2516,0.2199,0.0000,27.3057
317,1.2045,0.2187,1.0525,13.7650,1.9349,0.7598,0.2254,0.0000,0.0161,0.2113,0.1930,0.0000,19.5813
318,1.6940,0.2555,1.4534,19.9013,2.6646,0.9642,0.2771,0.0000,0.0171,0.2322,0.2032,0.0000,27.6629
319,1.5057,0.2447,1.2804,17.0739,2.3550,0.8661,0.2547,0.0000,0.0175,0.2231,0.2025,0.0000,24.0239
320,1.4623,0.2504,1.2576,16.6537,2.2962,0.7559,0.2501,0.0000,0.0124,0.2236,0.1957,0.0000,23.3582
321,1.3303,0.2195,1.2033,15.9268,2.1622,0.4968,0.2319,0.0000,0.0142,0.2079,0.1824,0.0000,21.9754
322,1.6034,0.2539,1.3812,18.8138,2.5017,1.0519,0.2712,0.0000,0.0208,0.2322,0.2043,0.0000,26.3346
323,1.7878,0.2852,1.5409,20.8248,2.7990,0.8010,0.2897,0.0000,0.0125,0.2484,0.2220,0.0000,28.8113
324,1.3590,0.2276,1.1543,15.1110,2.0938,1.4837,0.2380,0.0000,0.0217,0.2163,0.1900,0.0000,22.0956
325,2.8461,1.6031,1.4948,20.3984,2.7155,1.1074,0.2894,0.0000,0.0217,0.2482,0.2193,0.0000,30.9440
326,1.4900,0.2488,1.2864,17.0582,2.3468,0.8249,0.2618,0.0000,0.0198,0.2331,0.2088,0.0000,23.9788
327,1.0716,0.2011,0.9423,12.0934,1.7312,0.5796,0.2076,0.0000,0.0131,0.1945,0.1793,0.0000,17.2138
328,1.5324,0.2405,1.3585,18.1770,2.4734,0.9012,0.2557,0.0000,0.0202,0.2196,0.1968,0.0000,25.3755
329,1.6222,0.2571,1.4006,18.7597,2.5340,1.0032,0.2675,0.0000,0.0294,0.2360,0.2072,0.0000,26.3173
330,1.2043,0.2207,1.0428,13.2955,1.9061,0.7158,0.2244,0.0000,0.0100,0.2212,0.1886,0.0000,19.0294
331,1.2082,0.2162,1.0851,14.0135,1.9775,0.8172,0.2253,0.0000,0.0155,0.2064,0.1883,0.0000,19.9533
332,1.6406,0.2602,1.4153,18.9151,2.5712,0.8776,0.2775,0.0000,0.0160,0.2440,0.2070,0.0000,26.4248
333,0.8318,0.3458,1.3478,17.9149,2.4030,0.9522,0.3636,0.0000,0.0189,0.3167,0.2811,0.0000,24.7757
334,0.9848,0.2710,1.1365,12.0875,2.0444,0.6998,0.2929,0.0000,0.0159,0.2599,0.2334,0.0000,18.0261
335,3.9347,1.5022,1.3942,12.3125,2.5122,0.8492,1.5836,0.0000,0.0197,1.5772,1.4157,0.0000,27.1014
336,4.8588,1.3771,1.4879,25.9452,2.6389,0.7430,1.4373,0.0000,0.0288,1.4049,1.2482,0.0000,41.1702
337,1.1464,0.2320,0.9510,15.5532,1.7186,0.5217,0.2390